postcode,state,primary_suburb,all_suburbs
3975,VIC,"LYNBROOK","LYNBROOK|LOWER MOUNT WALKER LYNDHURST"
3976,VIC,"HAMPTON PARK","HAMPTON PARK"
3977,VIC,"BOONOOROO PLAINS BOTANIC RIDGE","BOONOOROO PLAINS BOTANIC RIDGE|CAMPBELLS POCKET CANNONS CREEK|CRANBOURNE|CRANBOURNE EAST|DEVON MEADOWS|JUNCTION VILLAGE|SKYE|SANDHURST"
3978,VIC,"CARDINIA","CARDINIA|CLYDE|CLYDE NORTH"
3979,VIC,"ALMURTA","ALMURTA|GLEN ALVIE|KERNOT"
3980,VIC,"BLIND BIGHT","BLIND BIGHT|TOORADIN|WARNEET"
3981,VIC,"BAYLES","BAYLES|CATANI|DALMORE|HEATH HILL|KOO WEE RUP|YANNATHAN"
3984,VIC,"ADAMS ESTATE","ADAMS ESTATE|CALDERMEADE|CORINELLA|CORONET BAY|GRANTVILLE|JAM JERRUP|LANG LANG|LANG LANG EAST|MONOMEITH|PIONEER BAY|QUEENSFERRY|TENBY POINT|THE GURDIES"
3987,VIC,"NYORA","NYORA"
3988,VIC,"MOUNTAIN VIEW","MOUNTAIN VIEW|POOWONG|POOWONG EAST|POOWONG NORTH"
3990,VIC,"GLEN FORBES","GLEN FORBES"
3991,VIC,"BASS","BASS"
3992,VIC,"DALYSTON","DALYSTON|RYANSTON|WEST CREEK"
3995,VIC,"ANDERSON","ANDERSON|ARCHIES CREEK|CAPE PATERSON|HARMERS HAVEN|KILCUNDA|LANCE CREEK|SOUTH DUDLEY|ST CLAIR|WATTLE BANK|WONTHAGGI|WOOLAMAI"
3996,VIC,"INVERLOCH","INVERLOCH|POUND CREEK"
4000,QLD,"BRISBANE CITY","BRISBANE CITY|PETRIE TERRACE|SPRING HILL"
4001,QLD,"BRISBANE","BRISBANE"
4002,QLD,"CHEWTON BUSHLANDS CITY EAST","CHEWTON BUSHLANDS CITY EAST"
4003,QLD,"GEORGE STREET","GEORGE STREET"
4004,QLD,"SPRING HILL","SPRING HILL"
4005,QLD,"NEW FARM","NEW FARM|TENERIFFE"
4006,QLD,"BOWEN HILLS","BOWEN HILLS|HERSTON|NEWSTEAD"
4007,QLD,"ASCOT","ASCOT|HAMILTON"
4008,QLD,"PINKENBA","PINKENBA"
4009,QLD,"EAGLE FARM","EAGLE FARM"
4010,QLD,"ALBION","ALBION|ALBION BC|ALBION DC"
4011,QLD,"CLAYFIELD","CLAYFIELD|HENDRA"
4012,QLD,"NUNDAH","NUNDAH|WAVELL HEIGHTS"
4013,QLD,"NORTHGATE","NORTHGATE"
4014,QLD,"BALNARRING BEACH BANYO","BALNARRING BEACH BANYO|NORTH TAMBORINE NUDGEE|QLD 4272 NUDGEE BEACH|VIRGINIA|VIRGINIA BC"
4017,QLD,"BRACKEN RIDGE","BRACKEN RIDGE|BRIGHTON|DEAGON|SANDGATE|SHORNCLIFFE|SANDGATE DC"
4018,QLD,"FITZGIBBON","FITZGIBBON|TAIGUM"
4019,QLD,"CLONTARF","CLONTARF|CLONTARF BEACH|CLONTARF DC|MARGATE|MARGATE BEACH|WOODY POINT"
4020,QLD,"NEWPORT","NEWPORT|REDCLIFFE|REDCLIFFE NORTH|SCARBOROUGH"
4021,QLD,"KIPPA-RING","KIPPA-RING"
4022,QLD,"ROTHWELL","ROTHWELL"
4025,QLD,"BULWER","BULWER|COWAN COWAN|KOORINGAL|MORETON ISLAND|TANGALOOMA"
4030,QLD,"KALINGA","KALINGA|SA 5211 LUTWYCHE|WINDSOR|WOOLOOWIN"
4031,QLD,"GORDON PARK","GORDON PARK|KEDRON"
4032,QLD,"CHERMSIDE","CHERMSIDE|CHERMSIDE WEST"
4034,QLD,"ASPLEY","ASPLEY|BOONDALL|CARSELDINE|GEEBUNG|ZILLMERE"
4035,QLD,"ALBANY CREEK","ALBANY CREEK"
4036,QLD,"BALD HILLS","BALD HILLS"
4037,QLD,"EATONS HILL","EATONS HILL"
4051,QLD,"ALDERLEY","ALDERLEY|ENOGGERA|GAYTHORNE|GRANGE|NEWMARKET|WILSTON"
4053,QLD,"SA 5491","SA 5491|EVERTON HILLS|EVERTON PARK|MCDOWALL|MITCHELTON|VIC 3260 STAFFORD|SOUTH QUAIRADING STAFFORD DC"
4054,QLD,"ARANA HILLS","ARANA HILLS|KEPERRA"
4055,QLD,"BUNYA","BUNYA|FERNY GROVE|FERNY HILLS|FERNY HILLS DC|UNIVERSITY OF NEW UPPER KEDRON"
4059,QLD,"KELVIN GROVE","KELVIN GROVE|KELVIN GROVE DC|NSW 2669 RED HILL"
4060,QLD,"ASHGROVE","ASHGROVE|ASHGROVE EAST"
4061,QLD,"THE GAP","THE GAP"
4064,QLD,"MILTON","MILTON|PADDINGTON"
4065,QLD,"BARDON","BARDON"
4066,QLD,"AUCHENFLOWER","AUCHENFLOWER|MOUNT COOT-THA|TOOWONG|TOOWONG DC"
4067,QLD,"ST LUCIA","ST LUCIA|ST LUCIA SOUTH"
4068,QLD,"CHELMER","CHELMER|INDOOROOPILLY|TARINGA"
4069,QLD,"BROOKFIELD","BROOKFIELD|CHAPEL HILL|FIG TREE POCKET|KENMORE|KENMORE DC|KENMORE EAST|KENMORE HILLS|PINJARRA HILLS|PULLENVALE"
4070,QLD,"ANABRANCH SOUTH ANSTEAD","ANABRANCH SOUTH ANSTEAD|BELLBOWRIE|MOGGILL"
4072,QLD,"TYNTYNDER SOUTH","TYNTYNDER SOUTH"
4073,QLD,"SINNAMON PARK","SINNAMON PARK"
4074,QLD,"JINDALEE","JINDALEE|MIDDLE PARK|MOUNT KURING-GAI MOUNT OMMANEY|RIVERHILLS|SUMNER|SUMNER PARK BC|WESTLAKE"
4075,QLD,"CORINDA","CORINDA|GOORGANGA PLAINS GRACEVILLE|QLD 4800 GRACEVILLE EAST|OXLEY|SHERWOOD"
4076,QLD,"DARRA","DARRA|WACOL"
4077,QLD,"DURACK","DURACK|DOOLANDELLA|INALA|HUNTER REGION MC INALA HEIGHTS|RICHLANDS"
4078,QLD,"ELLEN GROVE","ELLEN GROVE|FOREST LAKE"
4101,QLD,"HIGHGATE HILL","HIGHGATE HILL|SOUTH BRISBANE|WEST END"
4102,QLD,"DUTTON PARK","DUTTON PARK|WOOLLOONGABBA"
4103,QLD,"ANNERLEY","ANNERLEY|FAIRFIELD"
4104,QLD,"YERONGA","YERONGA"
4105,QLD,"MOOROOKA","MOOROOKA|TENNYSON|YEERONGPILLY"
4106,QLD,"BRISBANE MARKET","BRISBANE MARKET|ROCKLEA|ROCKLEA DC"
4107,QLD,"SALISBURY","SALISBURY|SALISBURY EAST"
4108,QLD,"ARCHERFIELD","ARCHERFIELD|ARCHERFIELD BC|COOPERS PLAINS"
4109,QLD,"MACGREGOR","MACGREGOR|ROBERTSON|SUNNYBANK HILLS|SUNNYBANK"
4110,QLD,"ACACIA RIDGE","ACACIA RIDGE|HEATHWOOD|HEATHWOOD DF|LARAPINTA|PALLARA|WILLAWONG"
4111,QLD,"NATHAN","NATHAN"
4112,QLD,"KURABY","KURABY"
4113,QLD,"EIGHT MILE PLAINS","EIGHT MILE PLAINS|RUNCORN"
4114,QLD,"KINGSTON","KINGSTON|LOGAN CENTRAL|LOGAN CITY DC|WOODRIDGE"
4115,QLD,"ALGESTER","ALGESTER|PARKINSON"
4116,QLD,"CALAMVALE","CALAMVALE|DREWVALE|STRETTON"
4117,QLD,"BERRINBA","BERRINBA|KARAWATHA"
4118,QLD,"BROKEN HILL NORTH BROWNS PLAINS","BROKEN HILL NORTH BROWNS PLAINS|FORESTDALE|HERITAGE PARK|HILLCREST|REGENTS PARK"
4119,QLD,"UNDERWOOD","UNDERWOOD"
4120,QLD,"GREENSLOPES","GREENSLOPES|STONES CORNER"
4121,QLD,"HOLLAND PARK","HOLLAND PARK|TARRAGINDI|WELLERS HILL"
4122,QLD,"MANSFIELD","MANSFIELD|MANSFIELD BC|MANSFIELD DC|MOUNT GRAVATT|WISHART"
4123,QLD,"ROCHEDALE","ROCHEDALE"
4124,QLD,"BORONIA HEIGHTS","BORONIA HEIGHTS|GREENBANK|LOWER TURNERS MARSH LYONS|NEW BEITH|SILVERBARK RIDGE"
4125,QLD,"MUNRUBEN","MUNRUBEN|PARK RIDGE|PARK RIDGE SOUTH"
4127,QLD,"DAISY HILL","DAISY HILL|PRIESTDALE|SLACKS CREEK|SPRINGWOOD"
4128,QLD,"SHAILER PARK","SHAILER PARK|TANAH MERAH"
4129,QLD,"LOGANHOLME","LOGANHOLME|LOGANHOLME DC"
4130,QLD,"CARBROOK","CARBROOK|CORNUBIA"
4131,QLD,"LOGANLEA","LOGANLEA|MEADOWBROOK"
4132,QLD,"CRESTMEAD","CRESTMEAD|MARSDEN"
4133,QLD,"NSW 2650 CHAMBERS FLAT","NSW 2650 CHAMBERS FLAT|LOGAN RESERVE|WATERFORD|WATERFORD WEST"
4151,QLD,"COORPAROO","COORPAROO|COORPAROO DC"
4152,QLD,"CAMP HILL","CAMP HILL|CARINA|CARINA HEIGHTS|CARINDALE"
4153,QLD,"BELMONT","BELMONT"
4154,QLD,"GUMDALE","GUMDALE|QUEEN VICTORIA BUILDING RANSOME|WAKERLEY"
4155,QLD,"CHANDLER","CHANDLER"
4156,QLD,"BURBANK","BURBANK|MACKENZIE"
4157,QLD,"CAPALABA","CAPALABA|CAPALABA DC|SHELDON"
4158,QLD,"THORNESIDE","THORNESIDE"
4159,QLD,"BIRKDALE","BIRKDALE"
4160,QLD,"ORMISTON","ORMISTON"
4161,QLD,"ALEXANDRA HILLS","ALEXANDRA HILLS"
4163,QLD,"CLEVELAND","CLEVELAND|CITY DELIVERY CENTRE CLEVELAND DC"
4164,QLD,"THE HONEYSUCKLES THORNLANDS","THE HONEYSUCKLES THORNLANDS"
4165,QLD,"MOUNT COTTON","MOUNT COTTON|REDLAND BAY|VICTORIA POINT"
4169,QLD,"EAST BRISBANE","EAST BRISBANE|KANGAROO POINT"
4170,QLD,"VIC 3556 CANNON HILL","VIC 3556 CANNON HILL|MOORE PARK BEACH MORNINGSIDE|NORMAN PARK|SEVEN HILLS"
4171,QLD,"BALMORAL","BALMORAL|BULIMBA|HAWTHORNE"
4172,QLD,"MURARRIE","MURARRIE"
4173,QLD,"TINGALPA","TINGALPA|TINGALPA DC"
4174,QLD,"HEMMANT","HEMMANT"
4178,QLD,"LYTTON","LYTTON|PORT OF BRISBANE|WYNNUM|WYNNUM NORTH|WYNNUM PLAZA|WYNNUM WEST"
4179,QLD,"LOTA","LOTA|MANLY|MANLY WEST"
4183,QLD,"AMITY","AMITY|AMITY POINT|DUNWICH|POINT LOOKOUT"
4184,QLD,"LAMB ISLAND","LAMB ISLAND|MACLEAY ISLAND|PEEL ISLAND|ROUND MOUNTAIN RUSSELL ISLAND"
4205,QLD,"BETHANIA","BETHANIA"
4207,QLD,"ALBERTON","ALBERTON|BANNOCKBURN|AVONDALE HEIGHTS BAHRS SCRUB|BELIVAH|BEENLEIGH|WA 6318 BUCCAN|CEDAR CREEK|EAGLEBY|EDENS LANDING|HOLMVIEW|LOGAN VILLAGE|LUSCOMBE|STAPYLTON|STEIGLITZ|WOLFFDENE|WINDAROO|WOONGOOLBA|YATALA|YATALA DC|YARRABILBA"
4208,QLD,"GILBERTON","GILBERTON|JACOBS WELL|KINGSHOLME|ORMEAU|ORMEAU HILLS"
4209,QLD,"QLD 4184 COOMERA","QLD 4184 COOMERA|PIMPAMA|UPPER COOMERA|NSW 2453 WILLOW VALE"
4210,QLD,"GUANABA","GUANABA|MAUDSLAND|OXENFORD|WONGAWALLAN"
4211,QLD,"ADVANCETOWN","ADVANCETOWN|BEECHMONT|BINNA BURRA|CARRARA|CLAGIRABA|GAVEN|GILSTON|HIGHLAND PARK|MOUNT NATHAN|VIC 3805 NERANG|NERANG DC|NATURAL BRIDGE|NSW 2101 NORTH WONTHAGGI NUMINBAH VALLEY|PACIFIC PINES"
4212,QLD,"HELENSVALE","HELENSVALE|HOPE ISLAND|SANCTUARY COVE"
4213,QLD,"AUSTINVILLE","AUSTINVILLE|BONOGIN|QLD 4809 MUDGEERABA|NERANWOOD|SPRINGBROOK|SYDNEY DOMESTIC AIRPORT TALLAI|WORONGARY"
4214,QLD,"ARCHDALE JUNCTION ARUNDEL","ARCHDALE JUNCTION ARUNDEL|VIC 3475 ARUNDEL DC|ASHMORE|ASHMORE CITY|MOLENDINAR|PARKWOOD"
4215,QLD,"AUSTRALIA FAIR","AUSTRALIA FAIR|CHIRN PARK|LABRADOR|SOUTHPORT|SOUTH GLADSTONE SOUTHPORT BC|SOUTHPORT PARK"
4216,QLD,"BIGGERA WATERS","BIGGERA WATERS|COOMBABAH|HOLLYWELL|PARADISE POINT|RUNAWAY BAY|NSW 2221"
4217,QLD,"BENOWA","BENOWA|BUNDALL|CHEVRON ISLAND|ISLE OF CAPRI|MAIN BEACH|SURFERS PARADISE"
4218,QLD,"BROADBEACH","BROADBEACH|BRIBIE ISLAND NORTH|MERMAID BEACH|MERMAID WATERS|NOBBY BEACH|PACIFIC FAIR|QLD 4350 Q SUPERCENTRE"
4219,QLD,"WEST BURLEIGH","WEST BURLEIGH"
4220,QLD,"BURLEIGH DC","BURLEIGH DC|BURLEIGH HEADS|BURLEIGH TOWN|BURLEIGH WATERS|MIAMI"
4221,QLD,"ELANORA","ELANORA|PALM BEACH"
4223,QLD,"CURRUMBIN","CURRUMBIN"
4224,QLD,"TUGUN","TUGUN"
4225,QLD,"BILINGA","BILINGA|COOLANGATTA"
4226,QLD,"MERRIMAC","MERRIMAC|ROBINA|ROBINA DC"
4227,QLD,"REEDY CREEK","REEDY CREEK|VARSITY LAKES"
4228,QLD,"TALLEBUDGERA","TALLEBUDGERA|VIC 3127 SYLVANIA SOUTHGATE"
4270,QLD,"TAMBORINE","TAMBORINE"
4275,QLD,"BEROWRA HEIGHTS BIDDADDABA","BEROWRA HEIGHTS BIDDADDABA|BENOBBLE|BOYLAND|CANUNGRA|FERNY GLEN|FISHERMANS PARADISE FLYING FOX|ILLINBAH|REILLY|SARABAH|WITHEREN|WONGLEPONG"
4280,QLD,"FLAGSTONE","FLAGSTONE|GLENLOGAN|JIMBOOMBA|RIVERBEND|STAFFORDSHIRE REEF STEWARTS MOUNT STOCKLEIGH|SOUTH MACLEAN"
4285,QLD,"ALLENVIEW","ALLENVIEW|BEAUDESERT|BIRNAM|BROMELTON|CAINBABLE|CHADSTONE CENTRE CHATSWOOD WEST CHINGHEE CREEK|CHRISTMAS CREEK|CEDAR GROVE|CEDAR VALE|DARLINGTON|CRYNA|FLINDERS LAKES|GLENEAGLE|HILLVIEW|INNISPLAIN|JOSEPHVILLE|KAGARU|KERRY|KOORALBYN|KNAPP CREEK|LAMINGTON|LARAVALE|MONARCH GLEN|MOUNT GIPPS|MUNDOOLUN|NINDOOINBAH|TABRAGALBA|TAMROOKUM|TABOOBA|VERESDALE|UPPER WOODSTOCK VERESDALE SCRUB|UNDULLAH|WOODHILL"
4287,QLD,"BARNEY VIEW","BARNEY VIEW|MOUNT BARNEY|PALEN CREEK|RATHDOWNEY|RUNNING CREEK"
4300,QLD,"BELLBIRD PARK","BELLBIRD PARK|BROOKWATER|NSW 2422 CAMIRA|CAROLE PARK|GAILES|GOODNA|SPRINGFIELD"
4301,QLD,"REDBANK","REDBANK|REDBANK PLAINS"
4303,QLD,"DINMORE","DINMORE|NEW CHUM|RIVERVIEW"
4304,QLD,"BOOVAL","BOOVAL|BOOVAL FAIR|NSW 2287 BLACKSTONE|BUNDAMBA|EBBW VALE|NORTH BOOVAL|SILKSTONE"
4305,QLD,"BASIN POCKET","BASIN POCKET|BRASSALL|CHURCHILL|COALFALLS|EASTERN HEIGHTS|EAST IPSWICH|FLINDERS VIEW|IPSWICH|LEICHHARDT|MOORES POCKET|NEWTOWN|NORTH TIVOLI|ONE MILE|NORTH IPSWICH|RACEVIEW|TIVOLI|WEST IPSWICH|YAMANTO|WULKURAKA|WOODEND"
4306,QLD,"AMBERLEY","AMBERLEY|BANKS CREEK|BARELLAN POINT|BLACKSOIL|BORALLON|CHUWAR|DEEBING HEIGHTS|DUNDAS|FAIRNEY VIEW|ENGLAND CREEK|FERNVALE|GOOLMAN|GLAMORGAN VALE|HAIGSLEA|IRONBARK|KARALEE|KARANA DOWNS|KARRABIN|KHOLO|LARK HILL|MOUNT MARROW|MOUNT CROSBY|MUIRLEA|PEAK CROSSING|PINE MOUNTAIN|PURGA|REPENTANCE CREEK RIPLEY|SPLIT YARD CREEK|SOUTH RIPLEY|SWANBANK|THAGOONA|VERNOR|WALLOON|WASHPOOL|WALYUNGA NATIONAL PARK WANORA|WHITE ROCK|WILLOWBANK"
4307,QLD,"COLEYVILLE","COLEYVILLE|HARRISVILLE|MUTDAPILLY|RADFORD|SILVERDALE|WARRILL VIEW|WILSONS PLAINS"
4309,QLD,"ARATULA","ARATULA|CHARLWOOD|CLUMBER|FASSIFERN|FASSIFERN VALLEY|FRAZERVIEW|KENTS LAGOON|KALBAR|KULGUN|MILORA|MOOGERAH|MORWINCHA|MUNBILLA|MOUNT EDWARDS|OBUM OBUM|TAROME|TEVIOTVILLE"
4310,QLD,"ANTHONY","ANTHONY|ALLANDALE|BOONAH|BLANTYRE|BUNBURRA|BUNJURGEN|CANNON CREEK|BURNETT CREEK|CARNEYS CREEK|COOCHIN|COULSON|CROFTBY|NSW 2262 DUGANDAN|FRENCHES CREEK|HOYA|KENTS POCKET|MILFORD|MAROON|MILBONG|MOUNT ALFORD|MOUNT FRENCH|ROADVALE|TEMPLIN|WALLACES CREEK|WYARALONG|WOOLOOMAN"
4311,QLD,"NSW 2456 ATKINSONS DAM","NSW 2456 ATKINSONS DAM|BRIGHTVIEW|BUARABA|BUARABA SOUTH|NSW 2170 CLARENDON|CHURCHABLE|COOMINYA|COOLANA|NSW 2474 LOCKYER WATERS|LAKE WIVENHOE|LOWOOD|MINDEN|QLD 4715 MOUNT TARAMPA|PATRICK ESTATE|PRENZLAU|RIFLE RANGE|TARAMPA|WIVENHOE HILL"
4312,QLD,"BRYDEN","BRYDEN|CABOONBAH|COAL CREEK|CROSSDALE|ESK|ESKDALE|GLEN ESK|MOOMBRA|MOUNT BYRON|MOUNT HALLEN|MURRUMBA|REDBANK CREEK|SOMERSET DAM"
4313,QLD,"BIARRA","BIARRA|BRAEMORE|COMERONG ISLAND COOEEIMBARDI|CRESSBROOK|FULHAM|GREGORS CREEK|IVORY CREEK|MOUNT BEPPO|OTTABA|SCRUB CREEK|TOOGOOLAWAH|YIMBUN"
4314,QLD,"AVOCA VALE","AVOCA VALE|BENARKIN|BENARKIN NORTH|BLACKBUTT|CHERRY CREEK|COLINTON|GILLA|GOOGA CREEK|HARLIN|LINVILLE|MOORE|MOUNT BINGA|MOUNT STANLEY|NORTH TUMBULGUM NUKKU|TAROMEO|TEELAH"
4340,QLD,"ARMSTRONG BEACH ASHWELL","ARMSTRONG BEACH ASHWELL|CALVERT|EBENEZER|GRANDCHESTER|JEEBROPILLY|QLD 4306 LANEFIELD|MERRYVALE|MOORANG|MOUNT MORT|NSW 2795 MOUNT WALKER|MOUNT FORBES|ROSEVALE|ROSEWOOD|NSW 2224 TALLEGALLA|THE BLUFF|WOOLSHED"
4341,QLD,"BLENHEIM","BLENHEIM|HATTON VALE|KENTVILLE|KURRAJONG HILLS LAIDLEY|LAIDLEY HEIGHTS|LAIDLEY NORTH|LAIDLEY SOUTH|MOUNT BERRYMAN|MULGOWIE|PLAINLAND|REGENCY DOWNS|SUMMERHOLM|THORNTON|TOWNSON"
4342,QLD,"VIC 3977 CROWLEY VALE","VIC 3977 CROWLEY VALE|FOREST HILL|GLEN CAIRN|GLENORE GROVE|LOCKROSE|LYNFORD"
4343,QLD,"ADARE","ADARE|CAFFEY|COLLEGE VIEW|EAST HALDON|FITZGERALDS MOUNT FORDSDALE|GATTON|HURSTVILLE GROVE INGOLDSBY|JUNCTION VIEW|LAKE CLARENDON|LAWES|LOWER TENTHILL|MORTON VALE|MOUNT SYLVIA|PLACID HILLS|ROCKSIDE|RINGWOOD|ROPELEY|SOUTH GREENOUGH SPRING CREEK|VINEGAR HILL|UPPER CRYSTAL CREEK UPPER TENTHILL|WOODBINE|WOODLANDS"
4344,QLD,"CARPENDALE","CARPENDALE|EGYPT|FLAGSTONE CREEK|HELIDON|HELIDON SPA|IREDALE|LOCKYER|LILYDALE|ROCKMOUNT|QLD 4356 SEVENTEEN MILE|STOCKYARD"
4345,QLD,"GATTON COLLEGE","GATTON COLLEGE"
4346,QLD,"MARBURG","MARBURG"
4347,QLD,"GRANTHAM","GRANTHAM|MA MA CREEK|QLD 4370 VERADILLA|WINWILL"
4350,QLD,"ATHOL","ATHOL|NSW 2250 CHARLTON|COTSWOLD HILLS|CRANLEY|DALRYMPLE CREEK DARLING HEIGHTS|DRAYTON|DRAYTON NORTH|EAST TOOWOOMBA|FINNIE|NSW 2340|GLENVALE|HARLAXTON|HARRISTOWN|KEARNEYS SPRING|MIDDLE RIDGE|QLD 4472 MOUNT KYNOCH|SA 5291 MOUNT LOFTY|QLD 4723 MOUNT RASCAL|NEWTOWN|NORTHLANDS|RANGEVILLE|REDWOOD|ROCKVILLE|SOUTH KALGOORLIE|TORRINGTON|TOOWOOMBA|TOOWOOMBA CITY|TOOWOOMBA DC|TOP CAMP|WELLCAMP|WESTBROOK|WILSONTON|WYALLA PLAZA"
4352,QLD,"BALLARD","BALLARD|BAPAUME|BLANCHVIEW|BIRNAM|BRANCHVIEW|CABARLAH|CAWDOR|CEMENT MILLS|COLLINGWOOD PARK|COALBANK|CULMARAN CREEK CUTELLA|DJUAN|DOCTOR CREEK|DERRYMORE|EVERGREEN|GEHAM|FIFTEEN MILE|GRAPETREE|GLENCOE|GORE|HAMPTON|GROOMSVILLE|HIGHFIELDS|HIGHGROVE|HODGSON VALE|KARARA|KURROWAH|KLEINTON|KULPI|LILYVALE|MACLAGAN|MALLING|MELBOURNE AIRPORT MERINGANDAN|MELBOURNE UNIVERSITY|MERRITTS CREEK|MURPHYS CREEK|MUNIGANEEN|MOUNT LUKE|NARKO|OMAN AMA|NUTGROVE|PALMTREE|PAMPAS|PERANGA|PECHEY|PERSEVERANCE|PRESTON|POSTMANS RIDGE|RANGEMORE|POZIERES|RAVENSBOURNE|SILVER RIDGE|NSW 2370 ST AUBYN|NSW 2483 SPRING BLUFF|THORNVILLE|TOOWOOMBA MC|UNIVERSITY OF QUEENSLAND UPPER LOCKYER|TUMMAVILLE|VALE VIEW|TWEED HEADS WEST UMBIRAM|WHITE MOUNTAIN|WHICHELLO|NSW 2264 WITHCOTT|YANDILLA|VIC 3885 WYREEMA|WUTUL|YALANGUR|WOOLMER|WOODLEIGH"
4353,QLD,"BERGEN","BERGEN|EAST COOYAR|HADEN|MOUNT DARRY"
4354,QLD,"DOUGLAS","DOUGLAS|GOOMBUNGEE|KILBIRNIE"
4355,QLD,"ANDURAMBA","ANDURAMBA|CROWS NEST|EMU CREEK|GLENAVEN|JONES GULLY|MOUNTAIN CAMP|PINELANDS|PIERCES CREEK|PLAINBY|THE BLUFF|UPPER PINELANDS"
4356,QLD,"BONGEEN","BONGEEN|BROXBURN|EVANSLEA|IRONGATE|KINCORA|LINTHORPE|MOTLEY|MOUNT TYSON|NORTH BRANCH|PURRAWUNDA|PITTSWORTH|ROSSVALE|SPRINGSIDE|ST HELENS|STONELEIGH|YARRANLEA"
4357,QLD,"BRINGALILY","BRINGALILY|BULLI CREEK|CAMERON CORNER CANNING CREEK|CLONTARF|VIC 3066|DOMVILLE|FOREST RIDGE|GRAYS GATE|KOOROONGARRA|LEMONTREE|LAVELLE|MILLMERRAN|MILLWOOD|MOUNT EMLYN|PUNCHS CREEK|ROBINA TOWN CENTRE ROCKY CREEK|ST HUBERTS ISLAND STONEHENGE|THE PINES|TURALLIN|WATTLE RIDGE|WESTERN CREEK|WOONDUL"
4358,QLD,"CAMBOOYA","CAMBOOYA|FELTON|FELTON SOUTH|RAMSAY"
4359,QLD,"ASCOT","ASCOT|BUDGEE|EAST GREENMOUNT|GREENMOUNT|HIRSTGLEN|WEST HALDON"
4360,QLD,"NOBBY","NOBBY"
4361,QLD,"BACK PLAINS","BACK PLAINS|CLIFTON|ELLANGOWAN|ELPHINSTONE|HEADINGTON HILL|KINGS CREEK|MANAPOURI|MISSEN FLAT|MOUNT MOLAR|NEVILTON|PILTON|ROYAL AUSTRALIAN NAVY RYEFORD|SANDY CAMP|SPRING CREEK|NSW 2483 UPPER PILTON|VICTORIA HILL"
4362,QLD,"ALLORA","ALLORA|BERAT|DEUCHAR|ELLINTHORP|FOREST SPRINGS|GOOMBURRA|HENDON|MOUNT MARSHALL|TALGAI"
4363,QLD,"SOUTHBROOK","SOUTHBROOK"
4364,QLD,"BROOKSTEAD","BROOKSTEAD"
4365,QLD,"LEYBURN","LEYBURN"
4370,QLD,"ALLAN","ALLAN|BONY MOUNTAIN|CANNINGVALE|CHERRY GULLY|CLINTONVALE|DANDEROO|CUNNINGHAM|ELBOW VALLEY|FREESTONE|GLADFIELD|GLENGALLAN|GREYMARE|JUNABEE|LOCH LOMOND|LESLIE|LESLIE DAM|MARYVALE|MAROUBRA SOUTH MASSIE|MONTROSE|VIC 3194 MORGAN PARK|MOUNT COLLIERY|MOUNT STURT|MOUNT MURCHISON MOUNT TABOR|QLD 4467 MURRAYS BRIDGE|NORTH BRANCH|PRATTEN|ROSEHILL|RODGERS CREEK|SILVERWOOD|SHOALHAVEN HEADS SLADEVALE|SUNNYBANK SOUTH SWAN CREEK|TOOLBURRA|TREGONY|THANE|THANES CREEK|THE GLEN|THE HERMITAGE|UPPER FREESTONE|WARWICK|WIYARRA|WILDASH|WILLOWVALE|WHEATVALE|WOMINA"
4371,QLD,"EMU VALE","EMU VALE|QLD 4109 SWANFELS|YANGAN"
4372,QLD,"TANNYMOREL","TANNYMOREL"
4373,QLD,"KILLARNEY","KILLARNEY|THE FALLS|THE HEAD"
4374,QLD,"DALVEEN","DALVEEN|PALGRAVE"
4375,NSW,"COTTONVALE","COTTONVALE|FLEURBAIX"
4376,QLD,"THULIMBAH","THULIMBAH"
4377,QLD,"GLEN NIVEN","GLEN NIVEN|MARYLAND|THE SUMMIT"
4378,QLD,"APPLETHORPE","APPLETHORPE"
4380,QLD,"AMIENS","AMIENS|AMOSFIELD|VIC 3516 BROADWATER|CANNON CREEK|DALCOUTH|DIAMONDVALE|EUKEY|GLENLYON|GOLDFIELDS|GREENLANDS|KYOOMBA|MINGOOLA|MOUNT TULLY|NUNDUBBERMERE|PIKES CREEK|PASSCHENDAELE|PIKEDALE|RUBY CREEK|SEVERNLEA|STORM KING|SOUTH HURSTVILLE SOUTH STRADBROKE SPRINGDALE|STANTHORPE|SUGARLOAF|THORNDALE|UNDERCLIFFE"
4381,QLD,"FLETCHER","FLETCHER|GLEN APLIN"
4382,QLD,"BALLANDEAN","BALLANDEAN|GIRRAWEEN|LOWER WATTLE GROVE LYRA|SKENES CREEK NORTH SOMME|WYBERBA"
4383,NSW,"JENNINGS","JENNINGS|NSW 2650 WALLANGARRA"
4384,QLD,"LIMEVALE","LIMEVALE"
4385,QLD,"BEEBO","BEEBO|BONSHAW|CAMP CREEK|GLENARBON|MAIDENHEAD|RIVERTON|QLD 4515 SILVER SPUR|SMITHLEA|TEXAS|WARRIEWOOD SHOPPING"
4387,QLD,"BRUSH CREEK","BRUSH CREEK|BYBERA|COFFS HARBOUR JETTY COLLINS STREET WEST CONGARINNI NORTH COOLMUNDA|GREENUP|INGLEWOOD|MOSQUITO CREEK|TERRICA|WARROO|WHETSTONE"
4388,QLD,"KURUMBUL","KURUMBUL|YELARBON"
